country_id,date,cases,deaths,recoveries,tests,tests_units,death_rate,handwashing_facilities,hospital_beds_per_100k,source_id
2,07/05/2020,832,31,-1,-1,,304.195,-1.1,2.89,0
2,08/05/2020,842,31,-1,-1,,304.195,-1.1,2.89,0
2,09/05/2020,850,31,-1,-1,,304.195,-1.1,2.89,0
2,10/05/2020,856,31,-1,-1,,304.195,-1.1,2.89,0
2,11/05/2020,868,31,-1,-1,,304.195,-1.1,2.89,0
2,12/05/2020,872,31,-1,-1,,304.195,-1.1,2.89,0
2,13/05/2020,876,31,-1,-1,,304.195,-1.1,2.89,0
2,14/05/2020,880,31,-1,-1,,304.195,-1.1,2.89,0
2,15/05/2020,898,31,-1,-1,,304.195,-1.1,2.89,0
2,16/05/2020,916,31,-1,-1,,304.195,-1.1,2.89,0
2,17/05/2020,933,31,-1,-1,,304.195,-1.1,2.89,0
2,18/05/2020,946,31,-1,-1,,304.195,-1.1,2.89,0
2,19/05/2020,948,31,-1,-1,,304.195,-1.1,2.89,0
2,20/05/2020,949,31,-1,-1,,304.195,-1.1,2.89,0
2,21/05/2020,964,31,-1,-1,,304.195,-1.1,2.89,0
2,22/05/2020,969,31,-1,-1,,304.195,-1.1,2.89,0
2,23/05/2020,981,31,-1,-1,,304.195,-1.1,2.89,0
2,24/05/2020,989,31,-1,-1,,304.195,-1.1,2.89,0
2,25/05/2020,998,32,-1,-1,,304.195,-1.1,2.89,0
2,26/05/2020,1004,32,-1,-1,,304.195,-1.1,2.89,0
2,27/05/2020,1029,33,-1,-1,,304.195,-1.1,2.89,0
2,28/05/2020,1050,33,-1,-1,,304.195,-1.1,2.89,0
2,29/05/2020,1076,33,-1,-1,,304.195,-1.1,2.89,0
2,30/05/2020,1099,33,-1,-1,,304.195,-1.1,2.89,0
4,03/03/2020,1,0,-1,-1,,109.135,-1.1,-1.1,0
4,14/03/2020,2,0,-1,-1,,109.135,-1.1,-1.1,0
4,16/03/2020,5,0,-1,-1,,109.135,-1.1,-1.1,0
4,17/03/2020,14,0,-1,-1,,109.135,-1.1,-1.1,0
4,18/03/2020,14,0,-1,-1,,109.135,-1.1,-1.1,0
4,19/03/2020,53,0,-1,-1,,109.135,-1.1,-1.1,0
4,20/03/2020,75,0,-1,-1,,109.135,-1.1,-1.1,0
4,21/03/2020,75,0,-1,-1,,109.135,-1.1,-1.1,0
4,22/03/2020,88,0,-1,-1,,109.135,-1.1,-1.1,0
4,23/03/2020,113,0,-1,-1,,109.135,-1.1,-1.1,0
4,24/03/2020,133,0,-1,-1,,109.135,-1.1,-1.1,0
4,25/03/2020,164,0,-1,-1,,109.135,-1.1,-1.1,0
4,26/03/2020,188,0,-1,-1,,109.135,-1.1,-1.1,0
4,27/03/2020,224,3,-1,-1,,109.135,-1.1,-1.1,0
4,28/03/2020,267,3,-1,-1,,109.135,-1.1,-1.1,0
4,29/03/2020,308,4,-1,-1,,109.135,-1.1,-1.1,0
4,30/03/2020,334,6,-1,-1,,109.135,-1.1,-1.1,0
4,31/03/2020,370,8,-1,-1,,109.135,-1.1,-1.1,0
4,01/04/2020,376,12,-1,-1,,109.135,-1.1,-1.1,0
4,02/04/2020,390,14,-1,-1,,109.135,-1.1,-1.1,0
4,03/04/2020,428,15,-1,-1,,109.135,-1.1,-1.1,0
4,04/04/2020,439,16,-1,-1,,109.135,-1.1,-1.1,0
4,05/04/2020,466,17,-1,-1,,109.135,-1.1,-1.1,0
4,06/04/2020,501,18,-1,-1,,109.135,-1.1,-1.1,0
4,07/04/2020,526,21,-1,-1,,109.135,-1.1,-1.1,0
4,08/04/2020,545,22,-1,-1,,109.135,-1.1,-1.1,0
4,09/04/2020,564,23,-1,-1,,109.135,-1.1,-1.1,0
4,10/04/2020,583,25,-1,-1,,109.135,-1.1,-1.1,0
4,11/04/2020,601,26,-1,-1,,109.135,-1.1,-1.1,0
4,12/04/2020,622,28,-1,-1,,109.135,-1.1,-1.1,0
4,13/04/2020,638,29,-1,-1,,109.135,-1.1,-1.1,0
4,14/04/2020,646,29,-1,-1,,109.135,-1.1,-1.1,0
4,15/04/2020,659,31,-1,-1,,109.135,-1.1,-1.1,0
4,16/04/2020,673,33,-1,-1,,109.135,-1.1,-1.1,0
4,17/04/2020,682,33,-1,-1,,109.135,-1.1,-1.1,0
4,18/04/2020,696,35,-1,-1,,109.135,-1.1,-1.1,0
4,19/04/2020,704,35,-1,-1,,109.135,-1.1,-1.1,0
4,20/04/2020,713,36,-1,-1,,109.135,-1.1,-1.1,0
4,21/04/2020,717,36,-1,-1,,109.135,-1.1,-1.1,0
